SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err,match_separation_arcsec,gaia_WDJ_name,gaia_source_id,gaia_ra,gaia_dec,gaia_parallax,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_umag,gaia_gmag,gaia_rmag,gaia_imag,gaia_zmag,gaia_teff_H,gaia_logg_H,gaia_mass_H,gaia_Pwd
000309.26-060233.5,2630,54327,210,0.788585,-6.042632,20.58,20.06,19.96,19.97,19.93,7570.0,7.4,,DA:,results_convolution_2/spectra/spec-2630-54327-0210.fits,spec-2630-54327-0210.fits,2630-54327-01,2630.0,54327.0,210.0,,19.96531841869048,0.0117853693815207,20.027123415844493,0.0101607645738121,20.12602394583137,0.0058485521986909,20.204326522542253,0.0105316549126079,20.01907249861319,0.0035164535096826,19.873294774501492,0.0074169601646929,21.05949100632278,0.0409606799242751,20.18341966937198,0.0503543616734642,19.92209305737236,0.0032848761909136,20.10855257799104,0.0214658162327284,20.32652788282868,0.046002268502019,20.71504909458277,0.0349047938479037,0.5254594646571198,WDJ000309.23-060233.34 ,2442837759988254976,0.788727149959458,-6.042668358098084,2.9408592530880684,19.910044,20.072653,19.782366,20.568,20.032,19.921,19.897,19.885,9136.122,7.760686,0.467022,0.948648
000329.91+264848.9,2824,54452,109,0.874619,26.813594,20.19,20.06,20.34,20.59,20.66,24242.0,8.02,0.642,DA,results_convolution_2/spectra/spec-2824-54452-0109.fits,spec-2824-54452-0109.fits,2824-54414-01,2824.0,54452.0,109.0,,20.07823008792362,0.0105265265110415,20.068429896500128,0.0086087714572098,20.59451867255793,0.0057888493585701,20.61702116004215,0.0120582465474687,20.335766912371348,0.0036981154994953,20.107613693565632,0.0070638114303544,20.68753747218449,0.015175367615929,20.134754816121905,0.0370152198922865,20.073337029578436,0.0029850938953272,20.13331854207488,0.0176777636714726,20.26707749032457,0.034514340232113,20.764590227065572,0.0204524286959776,0.11775828057498049,WDJ000329.90+264848.90 ,2853883688042737152,0.8746536626764772,26.813583371376442,1.289757816283875,20.160181,20.041828,20.118769,20.198,20.054,20.32,20.588,20.693,,,,0.986395
000331.08-051126.0,2630,54327,189,0.879487,-5.190542,19.34,19.24,19.55,19.85,20.17,20233.0,7.99,0.618,DA,results_convolution_2/spectra/spec-2630-54327-0189.fits,spec-2630-54327-0189.fits,2630-54327-01,2630.0,54327.0,189.0,,19.15294581844044,,19.1575656585236,,19.9432546546467,,19.856211799280096,,19.57872086442436,,19.26486908724872,,20.237096274333343,,19.285111535514098,,19.207973116077905,,19.258415606914404,,19.42172957202684,,20.32804192197613,,0.2820624547523969,WDJ000331.08-051125.86 ,2444619385438289920,0.8794395492928744,-5.1906044955031945,1.5992303618422006,19.413153,19.474602,19.499178,19.332,19.244,19.552,19.844,20.206,13258.7,7.220867,0.3180969,0.986002
000346.12+260324.3,2822,54389,414,0.942166,26.056742,20.56,20.38,20.64,20.81,21.07,15824.0,8.63,0.989,DA,results_convolution_2/spectra/spec-2822-54389-0414.fits,spec-2822-54389-0414.fits,2822-54379-01,2822.0,54389.0,414.0,,20.535247728362386,0.0113465115361488,20.469800291344196,0.0096891752675384,20.72876074422279,0.0085034133663654,20.854430844210803,0.0147785119703382,20.559806203667925,0.0048498871003671,20.341022142445876,0.0081511659382288,20.699079656052085,0.0234116726118964,20.795924029989813,0.0451616256492991,20.405218957574952,0.0033826423799812,20.66057854037802,0.0197254536467253,20.919788943829538,0.0410582238566356,20.730805294970843,0.0301886273272418,0.23164607126783798,WDJ000346.12+260324.37 ,2853237347003758080,0.9422320484637021,26.056766894816377,3.966233348369328,20.46213,20.38723,20.56836,20.57,20.354,20.614,20.787,21.023,19072.81,9.328314,1.31098,0.999328
000357.62-004939.0,387,51791,5,0.99009915,-0.8275131,18.92,18.47,18.52,18.61,18.8,9651.0,8.75,1.043,DA,results_convolution_2/spectra/spec-0387-51791-0005.fits,spec-0387-51791-0005.fits,0387-51789-01,387.0,51791.0,5.0,,18.54388232549505,0.007482984128645,18.52274340056342,0.0061821761929442,18.598435679491,0.0031306942773295,18.668986279546356,0.0056384448575319,18.48709887697695,0.0021651962806609,18.358245922122272,0.0046384325261211,18.666140794838647,0.0094776022534976,18.774318114485432,0.0327801947567108,18.42321813276489,0.0020200743462966,18.68129758211638,0.0136852179416717,18.915370860594614,0.0274054126533504,18.74711578517144,0.0125075447957098,0.7017305569901295,WDJ000357.63-004939.10 ,2545731432505356032,0.9902473970255694,-0.8276396828585195,9.062066745449801,18.459284,18.545004,18.337107,18.818,18.476,18.535,18.606,18.769,9547.591,8.555047,0.9540397,0.99277
000357.62-004939.0,686,52519,297,0.99009915,-0.8275131,18.92,18.47,18.52,18.61,18.8,9564.0,8.78,,DA,results_convolution_2/spectra/spec-0686-52519-0297.fits,spec-0686-52519-0297.fits,0686-52519-01,686.0,52519.0,297.0,,18.66192929604417,0.0073500686339312,18.598569263462387,0.0061498608436517,18.784449436619788,0.0029465199989756,18.8224332890426,0.0059335483459322,18.602217483327983,0.0020364201296586,18.497199875489663,0.0048797788486959,18.835586951147,0.0088717810580668,18.91956752932804,0.0303057652891269,18.52508933653477,0.0020420324165405,18.776174165213696,0.0125028784645577,19.038365982107926,0.0238071205116777,18.88786431763841,0.01121323363634,0.7017305569901295,WDJ000357.63-004939.10 ,2545731432505356032,0.9902473970255694,-0.8276396828585195,9.062066745449801,18.459284,18.545004,18.337107,18.818,18.476,18.535,18.606,18.769,9547.591,8.555047,0.9540397,0.99277
000407.15+264939.7,2824,54452,118,1.029792,26.827696,19.89,19.85,20.05,20.21,20.5,12130.0,8.21,,DBA:,results_convolution_2/spectra/spec-2824-54452-0118.fits,spec-2824-54452-0118.fits,2824-54414-01,2824.0,54452.0,118.0,,19.82633071789197,,19.84336282796125,,20.198747604103424,,20.12739092170245,,20.043670241049533,,19.9219802054648,,20.299439383252555,,19.826194315015837,,19.87643595521312,,19.85381766073251,,19.986935094812985,,20.34980377102685,,0.38512404990083565,WDJ000407.15+264939.85 ,2853697045943764352,1.0298060040743549,26.827589753513642,2.1927156030508215,19.886343,19.95333,19.764734,19.928,19.836,20.043,20.202,20.539,10191.01,7.564192,0.4062153,0.947724
000408.21+241231.3,2822,54389,212,1.034223,24.208682,20.3,19.8,19.82,19.8,20.08,8636.0,8.17,0.696,DA,results_convolution_2/spectra/spec-2822-54389-0212.fits,spec-2822-54389-0212.fits,2822-54379-01,2822.0,54389.0,212.0,,19.975807357892684,0.0082197124114352,19.97844731284589,0.0068548153063119,19.957843472951005,0.0044638788118329,20.025867796242014,0.0074576694938181,19.86946171720017,0.0026342039148287,19.82970369655201,0.0052113218416632,19.93149926236854,0.0134104997325214,20.159345297293832,0.0340638987223041,19.889966259296337,0.0022771956303067,20.07733312598632,0.0146323960737605,20.292935357762996,0.02890996596617,19.97673361377993,0.0169507024170236,0.4432770554839296,WDJ000408.22+241231.50 ,2849757255262453888,1.0341274865931236,24.208594978146667,4.083412572321551,19.736223,19.778927,19.599463,20.242,19.761,19.764,19.808,19.687,10086.7,8.355664,0.8252235,0.993
000411.01-052641.3,2630,54327,179,1.045875,-5.444807,20.3,19.86,20.14,20.37,20.58,14074.0,7.83,0.525,DA,results_convolution_2/spectra/spec-2630-54327-0179.fits,spec-2630-54327-0179.fits,2630-54327-01,2630.0,54327.0,179.0,,20.132861597945585,0.0115269585991181,20.040796294087805,0.0086238570118438,20.446091805868527,0.0065690648139075,20.436747394351293,0.010738543358227,20.16454275242805,0.0034179584448791,19.938720649220947,0.0064878068792143,20.633862922911295,0.0235161790762966,20.518571948696952,0.0569749031749508,19.977540413444338,0.0028763844548316,20.409263249913387,0.0233801885728498,20.652537429524507,0.0534512244384214,20.702092176726133,0.0284166844787945,0.11583891962106961,WDJ000411.01-052641.36 ,2444407312837006848,1.0459071624268206,-5.444810206525398,2.545575038752406,19.981577,20.033281,19.97398,20.315,19.839,20.106,20.339,20.593,12216.25,8.149452,0.6967736,0.988861
000421.63+282121.9,2824,54452,536,1.090144,28.356093,18.9,18.61,18.88,19.11,19.29,16700.0,7.93,0.58,DA,results_convolution_2/spectra/spec-2824-54452-0536.fits,spec-2824-54452-0536.fits,2824-54414-01,2824.0,54452.0,536.0,,18.90395199510636,0.0030747019244136,18.859545949209185,0.0027095674040414,19.085184695525378,0.001858288874574,19.13724205265876,0.0035486795381302,18.8956571641531,0.0011256739720355,18.722995716577195,0.0023014114292624,19.16991073371218,0.005494337199549,19.16432769486351,0.0113387870938131,18.774548916796785,0.0009349973672823,19.08714272574938,0.0052125074929029,19.295452131332176,0.0106061071030999,19.25557014378966,0.0071943340223761,0.7403288257796995,WDJ000421.62+282121.95 ,2854895754135370880,1.090367460911298,28.356032833509214,2.960551264156692,18.734632,18.74361,18.88739,18.893,18.592,18.871,19.109,19.302,16302.47,7.854656,0.5358692,0.999368
000423.50+271927.8,2824,54452,116,1.09791,27.32439,19.83,19.41,19.66,19.88,20.08,16237.0,8.03,0.63,DA,results_convolution_2/spectra/spec-2824-54452-0116.fits,spec-2824-54452-0116.fits,2824-54414-01,2824.0,54452.0,116.0,,19.46031747310078,,19.423116550852637,,19.83257795154513,,19.909486641669822,,19.610014570042345,,19.37547199814974,,19.983917675581857,,19.62456551446865,,19.386694564269185,,19.611480993787644,,19.765480774386127,,20.037475735354757,,0.025408981298186233,WDJ000423.49+271927.70 ,2853936911276833920,1.0979177555012518,27.32439153029692,2.8479260195476965,19.506548,19.529833,19.644066,19.835,19.361,19.639,19.868,20.089,15984.3,8.279625,0.7861979,0.998211
000423.83+290103.0,2824,54452,593,1.099312,29.017511,19.02,19.0,19.34,19.63,19.78,21696.0,7.97,0.611,DA,results_convolution_2/spectra/spec-2824-54452-0593.fits,spec-2824-54452-0593.fits,2824-54414-01,2824.0,54452.0,593.0,,18.9752898448019,0.0038267105430486,19.01290898482161,0.0035502995048463,19.646758613745284,0.003286462334619,19.60914425531437,0.0056433904439373,19.38093885834264,0.001876208156395,19.08899295091941,0.0033858433580916,19.74607506240539,0.0099942030622013,19.07450266994029,0.0135712174918822,19.03888082929389,0.0013092551034775,19.04584660802923,0.0059976854991804,19.216954011231245,0.0112829696132017,19.82253513184936,0.0130619231737968,0.0811479582796934,WDJ000423.84+290103.03 ,2860982581787533952,1.099332683150364,29.017524452433065,1.927070837236765,19.174566,19.149017,19.422638,19.028,18.988,19.336,19.618,19.746,23354.5,7.968756,0.6140834,0.999369
000426.95+243258.9,2822,54389,184,1.112289,24.549692,19.95,19.93,20.04,20.22,20.29,14229.0,9.43,,DBZA:,results_convolution_2/spectra/spec-2822-54389-0184.fits,spec-2822-54389-0184.fits,2822-54379-01,2822.0,54389.0,184.0,,19.9030018271936,0.0080695761683171,19.949787683970023,0.0069568260134254,20.29240413676396,0.0063435582976088,20.13054862185198,0.0084677135156119,20.085243469020988,0.00330857351504,19.98344331451077,0.0061700199344518,20.40461026460479,0.0218406582097951,19.934326865021117,0.0294641214892028,19.95776045090586,0.0025050758873809,19.93542951099541,0.0134839778738449,20.08912050532356,0.0258018778028089,20.504790982834585,0.0290779823539764,0.151536284348011,WDJ000426.94+243258.95 ,2849976676552398976,1.112324315916585,24.549719201885807,3.189141232181319,19.940079,20.005821,19.901804,20.171,19.955,20.002,20.168,20.239,11701.31,8.351906,0.825763,0.992767
000428.99+005802.1,685,52203,621,1.1207996,0.96725358,19.3,18.96,19.18,19.43,19.63,15755.0,7.82,0.525,DA,results_convolution_2/spectra/spec-0685-52203-0621.fits,spec-0685-52203-0621.fits,0685-52202-02,685.0,52203.0,621.0,,19.060091873532265,0.0076709824621228,18.998743025648643,0.0065738621937233,19.430758677412577,0.0055425805306591,19.46915980158689,0.0092315730925182,19.22163536423559,0.0031941340040681,18.990229437490303,0.0058286443905611,19.40065924473821,0.0159818243454538,19.34902764661171,0.0355903319971999,18.985646985988858,0.0023383262343266,19.271907602978978,0.0139337171736102,19.47434993311594,0.0267295739089457,19.476862041682416,0.021425007161555,0.43976548487106676,WDJ000428.99+005802.01 ,2738365182496839040,1.1207737647607667,0.9671341853494672,2.584916422582836,19.034573,19.00088,19.115194,19.228,18.907,19.164,19.388,19.727,15925.42,7.843374,0.529072,0.999014
000437.66-055731.3,2630,54327,81,1.156925,-5.958703,19.63,19.16,19.38,19.63,19.79,14784.0,7.55,0.433,DA,results_convolution_2/spectra/spec-2630-54327-0081.fits,spec-2630-54327-0081.fits,2630-54327-01,2630.0,54327.0,81.0,,19.26248246863809,,19.176847093102573,,19.70438844031191,,19.68213612993956,,19.40321166041874,,19.141792276716764,,19.796182776973204,,19.65769111069978,,19.148599150631405,,19.46862487775187,,19.75939161213233,,19.88678788613027,,0.25660006808339547,WDJ000437.66-055731.20 ,2442830647522964480,1.156985131966342,-5.95874177678033,2.1725351227408023,19.251429,19.295004,19.280144,19.642,19.153,19.392,19.616,19.789,12365.29,7.443484,0.3774902,0.991422
000439.38+253150.6,2822,54389,498,1.164094,25.530711,20.66,20.39,20.56,20.73,21.01,11067.0,7.64,,DZ,results_convolution_2/spectra/spec-2822-54389-0498.fits,spec-2822-54389-0498.fits,2822-54379-01,2822.0,54389.0,498.0,,20.41735263831436,0.0091395395730352,20.39832965394779,0.008057593770595,20.895691509269973,0.0092613113410133,20.69272785714525,0.0115529129891887,20.63609855018789,0.0046596554216249,20.459939623823068,0.0079016356539156,21.18213145199225,0.0355924652053904,20.47694201970379,0.0303236911620451,20.428533562894422,0.0030511090620798,20.49604716968745,0.0154292461097069,20.617220453072285,0.0294248915146446,21.324718456529677,0.0495961424102578,0.5447876800375822,WDJ000439.39+253150.60 ,2850199499454835968,1.1639705030479794,25.53060861689783,2.7079824740891763,20.453777,20.474455,20.166132,20.432,20.361,20.5,20.788,20.538,8708.44,7.871623,0.5235189,0.941366
000441.75+152841.1,751,52251,393,1.1739757,15.478096,18.95,18.54,18.53,18.59,18.68,8598.0,8.05,0.625,DA,results_convolution_2/spectra/spec-0751-52251-0393.fits,spec-0751-52251-0393.fits,0751-52245-01,751.0,52251.0,393.0,,18.544085385820075,,18.53984324128559,,18.57417417126809,,18.666882554312643,,18.50341030288194,,18.441421290090524,,18.53481665158485,,18.671284462900736,,18.477865539984755,,18.62439683558643,,18.80608760752261,,18.597524185689387,,0.12121906802729748,WDJ000441.75+152841.20 ,2769141234513117696,1.173942305170047,15.478086099923457,6.431893881526692,18.464668,18.592186,18.300337,18.948,18.521,18.516,18.576,18.682,8848.526,7.913083,0.5469236,0.985615
000447.06+240703.6,2822,54389,131,1.196075,24.117666,20.17,20.06,20.25,20.41,20.44,15844.0,8.06,0.62,DB,results_convolution_2/spectra/spec-2822-54389-0131.fits,spec-2822-54389-0131.fits,2822-54379-01,2822.0,54389.0,131.0,,20.07624442163989,0.0093631919984233,20.08104244977161,0.007796602968227,20.268094867100334,0.0059772942721805,20.254873192604784,0.0091106854819379,20.18039675846256,0.0034890876577689,20.12030322713739,0.0068437755768511,20.172350882342165,0.0168790999078918,20.25248712263701,0.0391637447870006,20.106179510483805,0.0028181941830663,20.0717929075765,0.0153487726458837,20.38256078718248,0.0335418407093055,20.2879823119223,0.0228267647408298,0.13452288916200952,WDJ000447.04+240703.69 ,2849752204380859776,1.1960982716275084,24.117696743804437,1.4020992960263592,20.125303,20.16591,19.848194,20.378,20.197,20.342,20.525,21.776,,,,0.610792
000447.78+291140.9,2824,54452,600,1.199074,29.194708,20.31,19.87,20.23,20.44,20.15,23431.0,6.69,,DAM,results_convolution_2/spectra/spec-2824-54452-0600.fits,spec-2824-54452-0600.fits,2824-54414-01,2824.0,54452.0,600.0,,19.945797759536937,0.0072761338699588,19.87222831835522,0.006156362429245,18.52076191078697,0.0010830999405854,18.952104675348643,0.0029920629930261,19.071592140776097,0.0012605856285011,19.52258348805829,0.0041869002693242,18.196572818022865,0.0020929488872027,20.346017462958407,0.0346750184757643,19.607313845928694,0.0017921266333313,20.177085875621906,0.0131759044875498,20.45489557689552,0.0278911819884697,18.28779119754136,0.0027891323136782,0.3172433738237105,WDJ000447.77+291141.01 ,2860991206083766656,1.1991368823268702,29.194639062959936,1.711025091623621,19.829742,19.78994,19.263903,20.162,19.561,19.748,20.462,20.137,,,,0.324836
000505.85-040449.3,2630,54327,539,1.274385,-4.080351,18.22,18.13,18.46,18.74,18.99,22193.0,7.92,0.588,DA,results_convolution_2/spectra/spec-2630-54327-0539.fits,spec-2630-54327-0539.fits,2630-54327-01,2630.0,54327.0,539.0,,18.06854689606974,0.0023789713847521,18.09161239090384,0.002202854581226,18.82820300152685,0.00168773279555,18.772062367690687,0.0030631323053499,18.524284397290977,0.0009964619169661,18.2196346136032,0.0021026768154376,18.97543446594272,0.0052047534951714,18.15120253724925,0.0070715063053747,18.150898406456385,0.0008061471866423,18.12681157996888,0.0038175257057058,18.28892483937168,0.0071733568337415,19.01367594214728,0.0064418998726379,0.31074782274577045,WDJ000505.85-040449.15 ,2444837737279499392,1.2743869650859774,-4.080437296582016,2.7231243219222003,18.324451,18.25856,18.47063,18.237,18.137,18.463,18.744,18.982,20328.97,7.73935,0.4907149,0.999248
000509.94+003809.6,388,51793,350,1.2914022,0.63599927,17.76,18.22,18.67,18.97,19.18,50000.0,7.84,,DBAH:,results_convolution_2/spectra/spec-0388-51793-0350.fits,spec-0388-51793-0350.fits,0388-51792-02,388.0,51793.0,350.0,,17.886345255253154,0.0045544298996985,17.953247807033016,0.0043447112443601,18.99454354243081,0.0057210123517809,18.796408007413014,0.0073163000662181,18.63270884626005,0.002590915504585,18.290211518423952,0.0047910237909236,19.13136471536746,0.0195297115534357,17.805254226462615,0.0148647378182518,18.127074708374245,0.0017310438609099,17.788028796333045,0.0067048611173659,17.952983879401906,0.0127297232396512,19.162389557310654,0.0238895118455978,0.5582114747330695,WDJ000509.94+003809.62 ,2546165258562066816,1.291515305260163,0.636105345399492,1.416041539815392,18.433298,18.26426,18.739443,17.786,18.181,18.685,19.011,19.379,,,,0.996971
000546.41-093954.8,651,52141,389,1.443382,-9.6652167,19.42,18.96,18.93,19.01,19.19,9392.0,7.94,0.567,DA,results_convolution_2/spectra/spec-0651-52141-0389.fits,spec-0651-52141-0389.fits,0651-52139-01,651.0,52141.0,389.0,,19.080269886167702,0.010992040737447,19.01332403966294,0.0090375909691302,18.98108436429269,0.0046996800931698,19.010838666125544,0.0078981210649484,18.87539244329765,0.0029458176315266,18.84053875649416,0.0066920564285362,19.077776069919217,0.0144867959479328,19.455093555406144,0.0550930918573546,18.91113165889636,0.0029150764590209,19.280068739199,0.0209953234467656,19.55028012168686,0.0454674127042981,19.137582622727443,0.0188238496985481,0.969725847446827,WDJ000546.40-093954.75 ,2428705496518221056,1.4436447671543755,-9.66529058474042,3.6116365987532655,18.881815,18.92304,18.698957,19.456,18.946,18.925,19.0,19.229,9399.721,7.494992,0.3796953,0.952047
000546.70+291539.0,2824,54452,621,1.444593,29.260824,18.72,18.31,18.55,18.78,19.05,15371.0,8.0,0.613,DA,results_convolution_2/spectra/spec-2824-54452-0621.fits,spec-2824-54452-0621.fits,2824-54414-01,2824.0,54452.0,621.0,,18.354005247323578,0.0023820299380625,18.312956892809687,0.0021362519810134,18.751085802968824,0.0014377941780034,18.810218738345604,0.0029420397682919,18.535755815275813,0.0009370515363478,18.253441535857284,0.0018929441369068,18.776108420439364,0.0038181378883353,18.638432229842344,0.0098004701001384,18.27643307524098,0.0007558844975408,18.52943545059849,0.003946631495746,18.75799074882763,0.0072626462129944,18.84215276401684,0.005018282416288,0.7108933854250126,WDJ000546.71+291539.17 ,2860945713788450304,1.4444850140410006,29.260650450256907,4.258397693641502,18.404316,18.401619,18.459375,18.685,18.284,18.532,18.753,19.003,13590.92,7.980031,0.5978625,0.997299
