catalog_source,object_id,ra,dec,plate,mjd,fiber,u_mag,g_mag,r_mag,i_mag,z_mag,teff,logg,mass,wd_type,gaia_source_id,parallax,bp_mag,rp_mag,obsid,uid,ra_obs,dec_obs,lmjd,planid,spid,fiberid,snr_u,snr_g,snr_r,snr_i,snr_z,spec_class,spec_subclass,wd_subclass,z,z_err,ps_id,ps_g_mag,ps_r_mag,ps_i_mag,ps_z_mag,ps_y_mag,gaia_g_mag,teff_err,logg_err,has_spectrum,spectrum_source,spectrum_identifier,spectrum_url
SDSS_DR7,004200.83+142804.3,10.503466,14.46786,419.0,51879.0,237.0,20.39,19.92,20.17,20.38,20.68,16800.0,7.69,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0237,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0237.fits
SDSS_DR7,004200.84+142804.3,10.503511,14.467851,1897.0,53242.0,238.0,20.39,19.92,20.17,20.38,20.68,16667.0,8.0,0.615,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1897-53242-0238,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1897/spec-1897-53242-0238.fits
SDSS_DR7,004243.62-003427.2,10.681736,-0.574214,1905.0,53706.0,189.0,20.52,19.84,19.53,19.31,19.45,6302.0,5.01,,DAZ:M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0189,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0189.fits
SDSS_DR7,004341.73+002324.4,10.923872,0.39012,1905.0,53706.0,496.0,20.15,20.18,20.43,20.51,20.58,14806.0,8.97,1.205,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0496,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0496.fits
SDSS_DR7,004358.20+144619.2,10.992488,14.771992,419.0,51868.0,161.0,19.97,19.88,20.09,20.27,20.15,15227.0,8.0,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0161,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0161.fits
SDSS_DR7,004358.20+144619.2,10.992488,14.771992,419.0,51879.0,164.0,19.97,19.88,20.09,20.27,20.15,15975.0,7.87,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0164,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0164.fits
SDSS_DR7,004358.20+144619.2,10.992502,14.771994,1897.0,53242.0,171.0,19.97,19.88,20.09,20.27,20.15,16353.0,8.19,0.7,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1897-53242-0171,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1897/spec-1897-53242-0171.fits
SDSS_DR7,004407.85-004833.4,11.032725,-0.80928,1905.0,53706.0,134.0,20.15,19.84,20.07,20.29,20.52,16884.0,8.14,0.693,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0134,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0134.fits
SDSS_DR7,004427.65+133936.0,11.115195,13.659988,419.0,51868.0,124.0,19.69,19.24,19.2,19.24,19.38,8640.0,8.01,0.603,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0124,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0124.fits
SDSS_DR7,004427.65+133936.0,11.115195,13.659988,419.0,51879.0,122.0,19.69,19.24,19.2,19.24,19.38,8685.0,8.17,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0122,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0122.fits
SDSS_DR7,004429.43-005153.1,11.122615,-0.864747,1905.0,53613.0,131.0,19.41,18.94,19.18,19.4,19.5,11781.0,8.17,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53613-0131,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53613-0131.fits
SDSS_DR7,004429.43-005153.1,11.122615,-0.864747,1905.0,53706.0,139.0,19.41,18.94,19.18,19.4,19.5,13574.0,7.91,0.562,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0139,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0139.fits
SDSS_DR7,004429.50-001804.7,11.122927,-0.301315,1905.0,53706.0,171.0,19.65,19.79,20.02,20.32,20.72,21511.0,7.94,0.596,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0171,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0171.fits
SDSS_DR7,004502.39+142829.0,11.259941,14.474716,419.0,51868.0,143.0,20.24,19.98,20.17,20.35,20.12,15273.0,8.27,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0143,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0143.fits
SDSS_DR7,004502.39+142829.0,11.259941,14.474716,419.0,51879.0,152.0,20.24,19.98,20.17,20.35,20.12,16530.0,7.91,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0152,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0152.fits
SDSS_DR7,004502.39+142828.9,11.259953,14.4747,1897.0,53242.0,146.0,20.24,19.98,20.17,20.35,20.12,17160.0,7.88,0.557,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1897-53242-0146,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1897/spec-1897-53242-0146.fits
SDSS_DR7,004513.88+142248.2,11.307835,14.380051,419.0,51868.0,147.0,19.63,19.19,19.03,19.03,19.11,7049.0,9.93,,DA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0147,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0147.fits
SDSS_DR7,004513.88+142248.2,11.307835,14.380051,419.0,51879.0,147.0,19.63,19.19,19.03,19.03,19.11,6854.0,9.99,,DA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0147,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0147.fits
SDSS_DR7,004527.69+143816.2,11.365366,14.637831,419.0,51868.0,106.0,18.11,17.82,17.31,17.0,16.74,26209.0,8.08,,DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0106,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0106.fits
SDSS_DR7,004528.87+004616.4,11.370303,0.771234,1905.0,53706.0,526.0,19.33,19.26,19.57,19.83,20.17,17439.0,9.27,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0526,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0526.fits
SDSS_DR7,004528.87+004616.5,11.370312,0.77123874,691.0,52199.0,458.0,19.33,19.26,19.57,19.83,20.17,18764.0,9.16,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0691-52199-0458,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0691/spec-0691-52199-0458.fits
SDSS_DR7,004537.46+010700.3,11.406084,1.11674,1905.0,53706.0,539.0,18.76,19.08,19.51,19.84,20.16,31034.0,7.88,0.589,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0539,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0539.fits
SDSS_DR7,004537.47+010700.2,11.406105,1.1167137,393.0,51794.0,573.0,18.76,19.08,19.51,19.84,20.16,31363.0,7.88,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0393-51794-0573,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0393/spec-0393-51794-0573.fits
SDSS_DR7,004558.03+145449.8,11.49181,14.913842,419.0,51868.0,120.0,18.86,18.33,18.06,18.01,18.0,6732.0,8.19,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0120,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0120.fits
SDSS_DR7,004558.03+145449.8,11.49181,14.913842,419.0,51879.0,114.0,18.86,18.33,18.06,18.01,18.0,6743.0,8.21,0.716,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0114,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0114.fits
SDSS_DR7,004610.37+133910.3,11.543192,13.65286,419.0,51868.0,81.0,18.46,18.05,18.17,18.29,18.57,11012.0,8.34,0.805,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0081,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0081.fits
SDSS_DR7,004610.37+133910.3,11.543192,13.65286,419.0,51879.0,98.0,18.46,18.05,18.17,18.29,18.57,10957.0,8.36,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0098,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0098.fits
SDSS_DR7,004611.77-000741.9,11.549045,-0.128315,1905.0,53613.0,157.0,19.46,18.99,19.24,19.49,19.73,13218.0,7.99,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53613-0157,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53613-0157.fits
SDSS_DR7,004611.77-000741.9,11.549045,-0.128315,1905.0,53706.0,158.0,19.46,18.99,19.24,19.49,19.73,13037.0,8.09,0.657,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0158,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0158.fits
SDSS_DR7,004640.45+004015.3,11.668522,0.670907,1905.0,53613.0,573.0,19.65,19.3,19.55,19.72,19.95,15045.0,7.9,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53613-0573,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53613-0573.fits
SDSS_DR7,004640.45+004015.3,11.668522,0.670907,1905.0,53706.0,577.0,19.65,19.3,19.55,19.72,19.95,12883.0,8.05,0.634,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0577,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0577.fits
SDSS_DR7,004705.83-004819.5,11.774308,-0.80542856,393.0,51794.0,17.0,18.96,18.97,19.25,19.44,19.6,12550.0,9.84,,DC_HOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0393-51794-0017,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0393/spec-0393-51794-0017.fits
SDSS_DR7,004740.75-000019.5,11.919812,-0.005427,1905.0,53706.0,71.0,21.46,20.8,20.23,19.2,18.55,6300.0,8.05,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0071,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0071.fits
SDSS_DR7,004740.76-000019.5,11.919835,-0.00541755,691.0,52199.0,112.0,21.46,20.8,20.23,19.2,18.55,6300.0,7.91,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0691-52199-0112,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0691/spec-0691-52199-0112.fits
SDSS_DR7,004741.05+004201.8,11.921062,0.700488,1905.0,53613.0,614.0,19.08,18.86,19.12,19.35,19.47,16552.0,8.03,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53613-0614,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53613-0614.fits
SDSS_DR7,004741.05+004201.8,11.921062,0.700488,1905.0,53706.0,611.0,19.08,18.86,19.12,19.35,19.47,17027.0,8.02,0.627,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0611,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0611.fits
SDSS_DR7,004804.83+140130.2,12.020105,14.025056,419.0,51868.0,20.0,19.89,19.44,19.45,19.45,19.46,9585.0,7.96,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0020,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0020.fits
SDSS_DR7,004804.83+140130.2,12.020105,14.025056,419.0,51879.0,12.0,19.89,19.44,19.45,19.45,19.46,9607.0,8.01,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0012,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0012.fits
SDSS_DR7,004819.27+160358.5,12.080307,16.066256,419.0,51868.0,618.0,20.46,20.13,20.31,20.65,20.88,14462.0,7.7,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51868-0618,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51868-0618.fits
SDSS_DR7,004819.27+160358.5,12.080307,16.066256,419.0,51879.0,601.0,20.46,20.13,20.31,20.65,20.88,16530.0,7.57,0.447,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0419-51879-0601,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0419/spec-0419-51879-0601.fits
SDSS_DR7,004830.30+001752.8,12.126264,0.29800193,691.0,52199.0,593.0,18.28,18.11,18.23,18.37,18.52,10588.0,8.79,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0691-52199-0593,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0691/spec-0691-52199-0593.fits
SDSS_DR7,004830.30+001752.8,12.126264,0.29800193,692.0,52201.0,359.0,18.28,18.11,18.23,18.37,18.52,10593.0,8.97,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0692-52201-0359,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0692/spec-0692-52201-0359.fits
SDSS_DR7,004832.81-000341.2,12.13671,-0.061451,1905.0,53706.0,23.0,20.1,19.97,20.27,20.57,20.86,21999.0,7.91,0.583,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0023,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0023.fits
SDSS_DR7,004850.11-002135.4,12.208803,-0.359827,1905.0,53706.0,34.0,19.44,19.25,19.5,19.7,19.8,17684.0,7.99,0.612,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1905-53706-0034,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1905/spec-1905-53706-0034.fits
SDSS_DR7,004850.12-002135.3,12.208822,-0.35981176,691.0,52199.0,62.0,19.44,19.25,19.5,19.7,19.8,17160.0,7.97,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0691-52199-0062,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0691/spec-0691-52199-0062.fits
SDSS_DR7,004942.80+145252.4,12.428325,14.881216,1897.0,53242.0,637.0,19.6,19.65,19.99,20.23,20.68,24658.0,7.91,0.589,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1897-53242-0637,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1897/spec-1897-53242-0637.fits
SDSS_DR7,005047.62-002316.9,12.698399,-0.38802906,394.0,51876.0,225.0,19.07,18.78,18.88,19.04,19.42,11359.0,8.92,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0225,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0225.fits
SDSS_DR7,005047.62-002316.9,12.698399,-0.38802906,394.0,51913.0,227.0,19.07,18.78,18.88,19.04,19.42,11141.0,8.87,1.105,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0227,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0227.fits
SDSS_DR7,005156.86+010052.2,12.986926,1.0144962,394.0,51876.0,451.0,18.82,18.34,18.43,18.54,18.68,10046.0,8.4,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0451,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0451.fits
SDSS_DR7,005156.86+010052.2,12.986926,1.0144962,394.0,51913.0,451.0,18.82,18.34,18.43,18.54,18.68,10078.0,8.38,0.829,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0451,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0451.fits
SDSS_DR7,005208.42-005134.6,13.035101,-0.8596192,394.0,51876.0,138.0,19.03,18.33,17.71,16.63,15.91,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0138,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0138.fits
SDSS_DR7,005208.42-005134.6,13.035101,-0.8596192,394.0,51913.0,138.0,19.03,18.33,17.71,16.63,15.91,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0138,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0138.fits
SDSS_DR7,005208.42-005134.6,13.035101,-0.8596192,692.0,52201.0,254.0,19.03,18.33,17.71,16.63,15.91,7147.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0692-52201-0254,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0692/spec-0692-52201-0254.fits
SDSS_DR7,005245.12-005337.2,13.187983,-0.89367483,394.0,51876.0,100.0,20.47,19.87,19.14,17.96,17.21,6300.0,10.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0100,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0100.fits
SDSS_DR7,005245.12-005337.2,13.187983,-0.89367483,394.0,51913.0,100.0,20.47,19.87,19.14,17.96,17.21,6300.0,10.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0100,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0100.fits
SDSS_DR7,005245.12-005337.2,13.187983,-0.89367483,692.0,52201.0,211.0,20.47,19.87,19.14,17.96,17.21,6300.0,10.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0692-52201-0211,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0692/spec-0692-52201-0211.fits
SDSS_DR7,005436.05-004941.7,13.650223,-0.8282615,394.0,51876.0,19.0,18.93,18.52,18.35,18.34,18.38,7284.0,8.19,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0019,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0019.fits
SDSS_DR7,005436.05-004941.7,13.650223,-0.8282615,394.0,51913.0,20.0,18.93,18.52,18.35,18.34,18.38,7277.0,7.93,0.556,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0020,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0020.fits
SDSS_DR7,005457.61-002517.1,13.740048,-0.42140949,394.0,51876.0,109.0,18.87,18.56,18.71,18.44,18.01,9871.0,8.02,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51876-0109,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51876-0109.fits
SDSS_DR7,005457.61-002517.1,13.740048,-0.42140949,394.0,51913.0,110.0,18.87,18.56,18.71,18.44,18.01,16237.0,7.5,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0394-51913-0110,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0394/spec-0394-51913-0110.fits
SDSS_DR7,005510.54+010838.4,13.793902,1.144006,1083.0,52520.0,328.0,18.81,19.01,19.45,19.56,20.06,31461.0,7.89,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1083-52520-0328,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1083/spec-1083-52520-0328.fits
SDSS_DR7,005547.29+000358.7,13.947049,0.06630624,693.0,52254.0,357.0,18.56,18.24,18.55,18.76,19.11,15172.0,8.18,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0693-52254-0357,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0693/spec-0693-52254-0357.fits
SDSS_DR7,010316.66+000859.7,15.81943,0.149923,2328.0,53728.0,388.0,19.16,18.6,18.36,18.26,18.28,6513.0,7.43,0.354,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2328-53728-0388,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2328/spec-2328-53728-0388.fits
SDSS_DR7,010341.60+003132.6,15.923324,0.52572364,693.0,52254.0,546.0,19.35,19.11,18.82,18.13,17.63,6307.0,5.12,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0693-52254-0546,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0693/spec-0693-52254-0546.fits
SDSS_DR7,010341.60+003132.6,15.923324,0.52572364,694.0,52209.0,341.0,19.35,19.11,18.82,18.13,17.63,6308.0,5.03,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0694-52209-0341,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0694/spec-0694-52209-0341.fits
SDSS_DR7,010345.56+003746.8,15.939833,0.629653,1498.0,52914.0,466.0,19.26,19.06,19.12,19.1,18.83,10094.0,8.85,,DCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1498-52914-0466,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1498/spec-1498-52914-0466.fits
SDSS_DR7,010345.56+003746.8,15.939848,0.62965362,1083.0,52520.0,638.0,19.26,19.06,19.12,19.1,18.83,10092.0,9.09,,DCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1083-52520-0638,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1083/spec-1083-52520-0638.fits
SDSS_DR7,010602.97+004717.0,16.512378,0.788065,2328.0,53728.0,379.0,18.61,18.19,18.16,18.22,18.33,8627.0,8.12,0.665,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2328-53728-0379,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2328/spec-2328-53728-0379.fits
SDSS_DR7,010647.93+151327.9,16.699696,15.224416,422.0,51878.0,422.0,18.34,18.83,19.19,19.48,19.82,65540.0,7.87,,DQHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0422-51878-0422,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0422/spec-0422-51878-0422.fits
SDSS_DR7,010647.93+151327.6,16.699709,15.224339,2825.0,54439.0,307.0,18.34,18.83,19.19,19.48,19.82,72622.0,7.58,,DQHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2825-54439-0307,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2825/spec-2825-54439-0307.fits
SDSS_DR7,010748.20+010240.8,16.950848,1.0446582,396.0,51816.0,571.0,19.35,18.8,18.59,18.51,18.58,6317.0,10.0,,DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0396-51816-0571,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0396/spec-0396-51816-0571.fits
SDSS_DR7,010816.47-001813.2,17.068632,-0.30365783,694.0,52209.0,180.0,18.58,18.22,18.45,18.74,18.88,15009.0,7.95,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0694-52209-0180,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0694/spec-0694-52209-0180.fits
SDSS_DR7,010947.00-090742.1,17.445826,-9.1283668,659.0,52199.0,542.0,17.47,17.85,18.32,18.64,19.0,54902.0,7.78,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0659-52199-0542,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0659/spec-0659-52199-0542.fits
SDSS_DR7,011009.10+132616.1,17.537903,13.437817,422.0,51878.0,53.0,16.55,16.55,16.88,17.03,16.94,24466.0,7.36,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0422-51878-0053,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0422/spec-0422-51878-0053.fits
SDSS_DR7,011048.39+141635.9,17.701616,14.276626,422.0,51878.0,65.0,18.93,18.56,18.56,18.6,18.75,9199.0,8.49,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0422-51878-0065,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0422/spec-0422-51878-0065.fits
SDSS_DR7,011055.07+143922.3,17.72944,14.656181,422.0,51878.0,546.0,17.28,16.91,16.97,17.03,17.16,9155.0,8.68,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0422-51878-0546,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0422/spec-0422-51878-0546.fits
SDSS_DR7,011055.16+143921.7,17.729836,14.656034,2804.0,54368.0,201.0,17.43,17.24,17.1,17.24,17.3,9212.0,8.67,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2804-54368-0201,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2804/spec-2804-54368-0201.fits
